memo,sim1,sim2,sim3,sim4,sim5,sim6,simp,vendor,ext1,accuracy,ext2,accuracy,ext3,accuracy,ext4,accuracy,failed,output,accuracy
"LACOMOTION LLC SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=LACOMOTION LLC; ORG ADDRESS:=1855 INDUSTRIAL ST STE 106 LOS ANGELES, CA 90021-1239 ; BNF ID:=3302022106; BNF NAME:=BRAAVOS, INC; BNF ADDRESS:=292 TOWNSEND STSAN FRANCISCO, CA 94107; REC FI:=SIL VLY BK","LACOMOTION LLC SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=LACOMOTION LLC; ORG ADDRESS:=1855 INDUSTRIAL ST STE 106 LOS ANGELES,90021-1239 ; BNF ID:=3302022106; BNF NAME:=BRAAVOS, INC; BNF ADDRESS:=292 TOWNSEND STSAN FRANCISCO,94107; REC FI:=SIL VLY BK","LACOMOTION LLC SENDER BNK:=WELLS FARGO NA; S SS:=1855 INDUSTRIAL ST STE 106 LOS ANGELES S, INC; BNF ADDRESS:=292 TOWNSEND STSAN FRANCIS SIL VLY BK",,"LACOMOTION LLC SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=LACOMOTION LLC; ORG ADDRESS:=1855 INDUSTRIAL ST STE 106 LOS ANGELES, CA 90021-1239 ; BNF ID:=3302022106; BNF NAME:=BRAAVOS, INC; BNF ADDRESS:=292 TOWNSEND STSAN FRANCISCO, CA 94107; REC FI:=SIL VLY BK",,LACOMOTION LLC SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=LACOMOTION LLC; ORG ADDRESS:=1855 INDUSTRIAL ST STE 106 LOS ANGELES CA 90021-1239 ; BNF ID:=3302022106; BNF NAME:=BRAAVOS INC; BNF ADDRESS:=292 TOWNSEND STSAN FRANCISCO CA 94107; REC FI:=SIL VLY BK,"LACOMOTION LLC SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=LACOMOTION LLC; ORG ADDRESS:=1855 INDUSTRIAL ST STE 106 LOS ANGELES,90021-1239 ; BNF ID:=3302022106; BNF NAME:=BRAAVOS, INC; BNF ADDRESS:=292 TOWNSEND STSAN FRANCISCO,94107; REC FI:=SIL VLY BK",LA CoMotion,,0.0,SENDER BNF BNF ,0.15384615384615385,,0.0,LACOMOTION,0.9523809523809523,extracted,LACOMOTION,0.9523809523809523
LARP THAI FOOD & TAPEL CERRITO 33110184 510-326-9851,LARP THAI FOOD & TAPEL CERRITO 33110184 510-326-9851,,,LARP THAI FOOD & TAPEL CERRITO 33110184 510-326-9851,,,LARP THAI FOOD & TAPEL CERRITO 33110184 510-326-9851,Larb Thai Food & Tapas,,0.0,,0.0,,0.0,,0.0,extracted,LARP THAI FOOD & TAPEL CERRITO 33110184 510-326-9851,0.5135135135135135
"LATHAM AND WATKINS LLP SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER REF:=20173110149800; ORG ID:=3302168751; ORG:=RELAY LABS, INC.; ORG ADDRESS:=2419 HARRISON STREETNUMBER 200SAN FRANCISCO, CA 94110; BNF ID:=3911-7003; BNF NAME:=LATHAM AND WATKINS LLP; BNF ADDRESS:","LATHAM AND WATKINS LLP SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173110149800; ORG ID:=3302168751; ORG:=RELAY LABS, INC.; ORG ADDRESS:=2419 HARRISON STREETNUMBER 200SAN FRANCISCO,94110; BNF ID:=3911-7003; BNF NAME:=LATHAM AND WATKINS LLP; BNF ADDRESS:","LATHAM AND WATKINS LLP SENDER BNK:=SIL VLY BK SCLA; S S S, INC.; ORG ADDRESS:=2419 HARRISON STREETNUMBER FRANCIS S LLP; BNF ADDRESS:","LATHAM AND WATKINS LLP SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173110149800; ORG ID:=3302168751; ORG:=RELAY LABS, INC.; ORG ADDRESS:=2419 HARRISON STREETNUMBER 200SAN FRANCISCO, CA 94110; BNF ID:=3911-7003; BNF NAME:=LATHAM AND WATKINS LLP; BNF ADDRESS:","LATHAM AND WATKINS LLP SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER REF:=20173110149800; ORG ID:=3302168751; ORG:=RELAY LABS, INC.; ORG ADDRESS:=2419 HARRISON STREETNUMBER 200SAN FRANCISCO, CA 94110; BNF ID:=3911-7003; BNF NAME:=LATHAM AND WATKINS LLP; BNF ADDRESS:",,LATHAM AND WATKINS LLP SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER REF:=20173110149800; ORG ID:=3302168751; ORG:=RELAY LABS INC.; ORG ADDRESS:=2419 HARRISON STREETNUMBER 200SAN FRANCISCO CA 94110; BNF ID:=3911-7003; BNF NAME:=LATHAM AND WATKINS LLP; BNF ADDRESS:,"LATHAM AND WATKINS LLP SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173110149800; ORG ID:=3302168751; ORG:=RELAY LABS, INC.; ORG ADDRESS:=2419 HARRISON STREETNUMBER 200SAN FRANCISCO,94110; BNF ID:=3911-7003; BNF NAME:=LATHAM AND WATKINS LLP; BNF ADDRESS:",Latham & Watkins LLP,,0.0,SENDER SENDER ORG BNF AND WATKINS BNF ,0.3448275862068966,,0.0,,0.0,,SENDER SENDER ORG BNF AND WATKINS BNF ,0.3448275862068966
LEAVESANDFLOWERS.CO,,LEAVESANDFLOWERS.CO,,LEAVESANDFLOWERS.CO,,LEAVESANDFLOWERS.CO,LEAVESANDFLOWERS.CO,Leaves and Flowers,,0.0,,0.0,LEAVESANDFLOWERS.CO,0.8648648648648649,,0.0,extracted,LEAVESANDFLOWERS.CO,0.8648648648648649
LEGACY NOLA 2 LLC,LEGACY NOLA 2 LLC,LEGACY NOLA 2 LLC,,LEGACY NOLA 2 LLC,,,LEGACY NOLA 2 LLC,Legacy Nola,,0.0,,0.0,,0.0,,0.0,extracted,LEGACY NOLA 2 LLC,0.7857142857142857
LETTERMAN DIGITAL,,LETTERMAN DIGITAL,,LETTERMAN DIGITAL,,,LETTERMAN DIGITAL,Letterman Digital,,0.0,,0.0,LETTERMAN DIGITAL,1.0,,0.0,,LETTERMAN DIGITAL,1.0
LIGHTBULBSCOM,,LIGHTBULBSCOM,,LIGHTBULBSCOM,,,LIGHTBULBSCOM,LightBulbs.com,,0.0,,0.0,LIGHTBULBSCOM,0.9629629629629629,,0.0,extracted,LIGHTBULBSCOM,0.9629629629629629
LIGHTHOUSE,,LIGHTHOUSE,,LIGHTHOUSE,,,LIGHTHOUSE,Lighthouse,,0.0,,0.0,LIGHTHOUSE,1.0,,0.0,extracted,LIGHTHOUSE,1.0
LOS ANGELES AIRPORT LOS ANGELES AIRPORT LOS ANGELES CA Ref5531020AALA Crd3846 Dt11/25,LOS ANGELES AIRPORT LOS ANGELES AIRPORT LOS ANGELES5531020AALA 3846 Dt11/25,LOS ANGELES AIRPORT LOS ANGELES AIRPORT LOS ANGELES,LOS ANGELES AIRPORT LOS ANGELES AIRPORT LOS ANGELES CA AALA,LOS ANGELES AIRPORT LOS ANGELES AIRPORT LOS ANGELES CA Ref5531020AALA Crd3846 Dt11/25,,,LOS ANGELES AIRPORT LOS ANGELES AIRPORT LOS ANGELES5531020AALA 3846 Dt11/25,Los Angeles Airport,,0.0,LOS ANGELES AIRPORT LOS ,0.8837209302325582,,0.0,,0.0,extracted,LOS ANGELES AIRPORT LOS ,0.8837209302325582
MAC CENTRE PTY MAC CENTRE PTY LTD SURRY HILLS AU Ref6535310A5PF Crd3846 Dt11/21,MAC CENTRE PTY MAC CENTRE PTY LTDAU 6535310A5PF 3846 Dt11/21,MAC CENTRE PTY MAC CENTRE PTY LTD SURRY HILLS,MAC CENTRE PTY MAC CENTRE PTY LTD SURRY HILLS AU A5PF,MAC CENTRE PTY MAC CENTRE PTY LTD SURRY HILLS AU Ref6535310A5PF Crd3846 Dt11/21,,,MAC CENTRE PTY MAC CENTRE PTY LTDAU 6535310A5PF 3846 Dt11/21,Mac Centre,,0.0,MAC CENTRE PTY ,0.8,,0.0,,0.0,extracted,MAC CENTRE PTY ,0.8
MAC CENTRE PTY MAC CENTRE PTY LTD SURRY HILLS AU Ref6535310A6PF Crd3846 Dt11/22,MAC CENTRE PTY MAC CENTRE PTY LTDAU 6535310A6PF 3846 Dt11/22,MAC CENTRE PTY MAC CENTRE PTY LTD SURRY HILLS,MAC CENTRE PTY MAC CENTRE PTY LTD SURRY HILLS AU A6PF,MAC CENTRE PTY MAC CENTRE PTY LTD SURRY HILLS AU Ref6535310A6PF Crd3846 Dt11/22,,,MAC CENTRE PTY MAC CENTRE PTY LTDAU 6535310A6PF 3846 Dt11/22,Mac Centre,,0.0,MAC CENTRE PTY ,0.8,,0.0,,0.0,extracted,MAC CENTRE PTY ,0.8
MACHINEZONEI5063-INVPMT ACH Credit,,INVPMT ACH Credit,,MACHINEZONEI5063-INVPMT ACH Credit,,,MACHINEZONEI5063-INVPMT ACH Credit,Machine Zone,,0.0,,0.0,ACH Credit,0.36363636363636365,,0.0,extracted,ACH Credit,0.36363636363636365
MANTRA 2 BOND MANTRA 2 BOND STREET SYDNEY AU Ref5516000A79Q Crd3846 Dt11/22,MANTRA 2 BOND MANTRA 2 BOND STREETAU 5516000A79Q 3846 Dt11/22,MANTRA 2 BOND MANTRA 2 BOND STREET S,MANTRA 2 BOND MANTRA 2 BOND STREET SYDNEY AU A79Q,MANTRA 2 BOND MANTRA 2 BOND STREET SYDNEY AU Ref5516000A79Q Crd3846 Dt11/22,,,MANTRA 2 BOND MANTRA 2 BOND STREETAU 5516000A79Q 3846 Dt11/22,Mantra 2 Bond Street,,0.0,MANTRA 2 BOND ,0.8235294117647058,,0.0,,0.0,extracted,MANTRA 2 BOND ,0.8235294117647058
MANTRA 2 BOND MANTRA 2 BOND STREET SYDNEY NS Ref5516000A79E Crd3846 Dt11/22,MANTRA 2 BOND MANTRA 2 BOND STREETNS 5516000A79E 3846 Dt11/22,MANTRA 2 BOND MANTRA 2 BOND STREET SYDNEY NS,MANTRA 2 BOND MANTRA 2 BOND STREET SYDNEY NS A79E,MANTRA 2 BOND MANTRA 2 BOND STREET SYDNEY NS Ref5516000A79E Crd3846 Dt11/22,,,MANTRA 2 BOND MANTRA 2 BOND STREETNS 5516000A79E 3846 Dt11/22,Mantra 2 Bond Street,,0.0,MANTRA 2 BOND ,0.8235294117647058,,0.0,,0.0,extracted,MANTRA 2 BOND ,0.8235294117647058
MBI -SETL ACH Debit,MBI -SETL ACH ,MBI -SETL ACH Debit,,MBI -SETL ACH Debit,,,MBI -SETL ACH ,MBL,,0.0,,0.0,MBI -SETL ACH,0.375,,0.0,extracted,MBI -SETL ACH,0.375
MECCA HAY ST MECCA HAY ST PERTH PERTH WA Ref0554400A202 Crd3846 Dt11/18,MECCA HAY ST MECCA HAY ST PERTH PERTH WA 0554400A202 3846 Dt11/18,MECCA HAY ST MECCA HAY S,MECCA HAY ST MECCA HAY ST PERTH PERTH WA A202,MECCA HAY ST MECCA HAY ST PERTH PERTH WA Ref0554400A202 Crd3846 Dt11/18,,,MECCA HAY ST MECCA HAY ST PERTH PERTH WA 0554400A202 3846 Dt11/18,Mecca Hay St Mall,,0.0,MECCA HAY ST PERTH ,0.7222222222222222,,0.0,,0.0,extracted,MECCA HAY ST PERTH ,0.7222222222222222
MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI Ref0554400A702 Crd3846 Dt11/23,MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI 0554400A702 3846 Dt11/23,MELBOURNE SUPPER CLUB MELBOURNE S,MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI A702,MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI Ref0554400A702 Crd3846 Dt11/23,,,MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI 0554400A702 3846 Dt11/23,Melbourne Supper Club,,0.0,MELBOURNE SUPPER CLUB MELBOURNE ,0.7924528301886793,,0.0,,0.0,extracted,MELBOURNE SUPPER CLUB MELBOURNE ,0.7924528301886793
MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI Ref0554400A902 Crd3846 Dt11/25,MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI 0554400A902 3846 Dt11/25,MELBOURNE SUPPER CLUB MELBOURNE S,MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI A902,MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI Ref0554400A902 Crd3846 Dt11/25,,,MELBOURNE SUPPER CLUB MELBOURNE SUPPER CLUB MELBOURNE VI 0554400A902 3846 Dt11/25,Melbourne Supper Club,,0.0,MELBOURNE SUPPER CLUB MELBOURNE ,0.7924528301886793,,0.0,,0.0,extracted,MELBOURNE SUPPER CLUB MELBOURNE ,0.7924528301886793
MERCURY TECHNOLO BILL MERCURY TECHNOLO BILL PMT 3302252429 SILICON VALLEY B,MERCURY TECHNOLO BILL MERCURY TECHNOLO BILL PMT 3302252429 SILICON VALLEY B,SILICON VALLEY B,,MERCURY TECHNOLO BILL MERCURY TECHNOLO BILL PMT 3302252429 SILICON VALLEY B,,,MERCURY TECHNOLO BILL MERCURY TECHNOLO BILL PMT 3302252429 SILICON VALLEY B,First Republic Bank Transfer,,0.0,MERCURY TECHNOLO BILL ,0.28,,0.0,,0.0,extracted,MERCURY TECHNOLO BILL ,0.28
MISSION ROCK RESORT SAN FRANCIS 10156320171 4157017625,MISSION ROCK RESORT10156320171 4157017625,MISSION ROCK RESORT SAN FRANCIS,,MISSION ROCK RESORT SAN FRANCIS 10156320171 4157017625,,,MISSION ROCK RESORT10156320171 4157017625,Mission Rock Resort,,0.0,,0.0,,0.0,,0.0,extracted,MISSION ROCK RESORT10156320171 4157017625,0.6333333333333333
MLAB 4157582748 CA MLAB 4157582748 CA Ref55429509JLS Crd8856 Dt11/02,MLAB 4157582748MLAB 415758274855429509JLS 8856 Dt11/02,S  02,MLAB 4157582748 CA MLAB 4157582748 CA JLS,MLAB 4157582748 CA MLAB 4157582748 CA Ref55429509JLS Crd8856 Dt11/02,,,MLAB 4157582748MLAB 415758274855429509JLS 8856 Dt11/02,MLab,,0.0,,0.0,,0.0,,0.0,,MLAB 4157582748MLAB 415758274855429509JLS 8856 Dt11/02,0.13793103448275862
MONTHLY SERVICE FEE,,MONTHLY SERVICE FEE,,MONTHLY SERVICE FEE,,,MONTHLY SERVICE FEE,Wells Fargo,,0.0,,0.0,MONTHLY SERVICE FEE,0.2,,0.0,,MONTHLY SERVICE FEE,0.2
MORDISKO CAKES           SAN MATEO    CA,MORDISKO CAKES CA,MORDISKO CAKES           SAN MATEO    CA,,MORDISKO CAKES           SAN MATEO    CA,,,MORDISKO CAKES CA,Mordisko Cakes,,0.0,,0.0,MORDISKO CAKES CA,0.9032258064516129,,0.0,extracted,MORDISKO CAKES CA,0.9032258064516129
MR. TIPPLES SAN MR. TIPPLES SAN FRANCISCO CA Ref2553606A32Y Crd9952 Dt11/17,MR. TIPPLES SAN MR. TIPPLESCA 2553606A32Y 9952 Dt11/17,MR. TIPPLES SAN MR. TIPPLES SAN FRANCIS,MR. TIPPLES SAN MR. TIPPLES SAN FRANCISCO CA A32Y,MR. TIPPLES SAN MR. TIPPLES SAN FRANCISCO CA Ref2553606A32Y Crd9952 Dt11/17,,MR. TIPPLES SAN MR. TIPPLES SAN FRANCISCO CA Ref2553606A32Y Crd9952 Dt11/17,MR. TIPPLES SAN MR. TIPPLESCA 2553606A32Y 9952 Dt11/17,"""Mr. Tipple's Recording Studio""",,0.0,MR. ,0.22857142857142856,,0.0,,0.0,extracted,MR. ,0.22857142857142856
NCSBNLICENSEVERIFCTN 312-525-360 NCSBNLICENSEVERIFCTN 312-525-3600 IL Ref55432869W5V Crd6153 Dt11/12,NCSBNLICENSEVERIFCTN 312-525-360 NCSBNLICENSEVERIFCTN 312-525-3600 IL 55432869W5V 6153 Dt11/12,NCSBNLICENSEVERIFCTN 312-525-360 NCSBNLICENS,NCSBNLICENSEVERIFCTN 312-525-360 NCSBNLICENSEVERIFCTN 312-525-3600 IL W5V,NCSBNLICENSEVERIFCTN 312-525-360 NCSBNLICENSEVERIFCTN 312-525-3600 IL Ref55432869W5V Crd6153 Dt11/12,,,NCSBNLICENSEVERIFCTN 312-525-360 NCSBNLICENSEVERIFCTN 312-525-3600 IL 55432869W5V 6153 Dt11/12,NCSBN,,0.0,NCSBNLICENSEVERIFCTN ,0.38461538461538464,,0.0,,0.0,extracted,NCSBNLICENSEVERIFCTN ,0.38461538461538464
"NETO E-COMMERCE SOLUTIONS PTY LT SENDER BNK:=CITIBANK NYC; SENDER ID:=021000089; ORG:=NETO E-COMMERCE SOLUTIONS PTY LTD; ORG ADDRESS:=LEVEL 3 35 BOUNDARY STREET 4101 SOUTH BRISBANE QLD AUSTRALIA ; ORG FI ID:=NATAAU3303M; BNF ID:=3301415902; BNF NAME:=HOUND TECHNOLOGY, INC.; BNF ADDRESS:=","NETO E-COMMERCE SOLUTIONS PTY LT SENDER BNK:=CITIBANK NYC; SENDER ID:=021000089; ORG:=NETO E-COMMERCE SOLUTIONS PTY LTD; ORG ADDRESS:=LEVEL 3 35 BOUNDARY STREET 4101 SOUTH BRISBANE QLD AUSTRALIA ; ORG FI ID:=NATAAU3303M; BNF ID:=3301415902; BNF NAME:=HOUND TECHNOLOGY, INC.; BNF ADDRESS:=",NETO E-COMMERCE SOLUTIONS PTY LT SENDER BNK:=CITIBANK NYC; S SOLUTIONS PTY LTD; ORG ADDRESS:=LEVEL 3 35 BOUNDARY STREET 4101 SOUTH BRISBANE QLD AUS SS:=,,"NETO E-COMMERCE SOLUTIONS PTY LT SENDER BNK:=CITIBANK NYC; SENDER ID:=021000089; ORG:=NETO E-COMMERCE SOLUTIONS PTY LTD; ORG ADDRESS:=LEVEL 3 35 BOUNDARY STREET 4101 SOUTH BRISBANE QLD AUSTRALIA ; ORG FI ID:=NATAAU3303M; BNF ID:=3301415902; BNF NAME:=HOUND TECHNOLOGY, INC.; BNF ADDRESS:=",,NETO E-COMMERCE SOLUTIONS PTY LT SENDER BNK:=CITIBANK NYC; SENDER ID:=021000089; ORG:=NETO E-COMMERCE SOLUTIONS PTY LTD; ORG ADDRESS:=LEVEL 3 35 BOUNDARY STREET 4101 SOUTH BRISBANE QLD AUSTRALIA ; ORG FI ID:=NATAAU3303M; BNF ID:=3301415902; BNF NAME:=HOUND TECHNOLOGY INC.; BNF ADDRESS:=,"NETO E-COMMERCE SOLUTIONS PTY LT SENDER BNK:=CITIBANK NYC; SENDER ID:=021000089; ORG:=NETO E-COMMERCE SOLUTIONS PTY LTD; ORG ADDRESS:=LEVEL 3 35 BOUNDARY STREET 4101 SOUTH BRISBANE QLD AUSTRALIA ; ORG FI ID:=NATAAU3303M; BNF ID:=3301415902; BNF NAME:=HOUND TECHNOLOGY, INC.; BNF ADDRESS:=",Neto eCommerce Solutions Pty Ltd,,0.0,SENDER E-COMMERCE SOLUTIONS PTY ORG BNF BNF ,0.7105263157894737,,0.0,,0.0,extracted,SENDER E-COMMERCE SOLUTIONS PTY ORG BNF BNF ,0.7105263157894737
NEW ORLEANS CC  CONC 0083,NEW ORLEANS CC CONC 0083,NEW ORLEANS CC  CONC 0083,,NEW ORLEANS CC  CONC 0083,,,NEW ORLEANS CC CONC 0083,New Orleans Convention Center,,0.0,,0.0,,0.0,,0.0,extracted,NEW ORLEANS CC CONC 0083,0.6037735849056604
NEWEGG PURCHASE WITH MR POINTS,NEWEGG PURCHASE WITH MR POINTS,NEWEGG PURCHASE WITH MR POINTS,,NEWEGG PURCHASE WITH MR POINTS,,,NEWEGG PURCHASE WITH MR POINTS,Newegg,,0.0,,0.0,,0.0,,0.0,,NEWEGG PURCHASE WITH MR POINTS,0.3333333333333333
NOTION PRO 6504851632 NOTION PRO 6504851632 CA Ref5542950A1JH Crd6153 Dt11/17,NOTION PRO 6504851632 NOTION PRO 65048516325542950A1JH 6153 Dt11/17,,NOTION PRO 6504851632 NOTION PRO 6504851632 CA A1JH,NOTION PRO 6504851632 NOTION PRO 6504851632 CA Ref5542950A1JH Crd6153 Dt11/17,,,NOTION PRO 6504851632 NOTION PRO 65048516325542950A1JH 6153 Dt11/17,NotionPro,,0.0,NOTION PRO ,0.9,,0.0,,0.0,,NOTION PRO ,0.9
O'LEARYS -2 01 O'LEARYS -2 01 HONG KONG HK Ref55427679W2X Crd7367 Dt11/11,O'LEARYS -2 01 O'LEARYS -2 01 HONG KONG HK 55427679W2X 7367 Dt11/11,O'LEARYS -2 01 O'LEARYS,O'LEARYS -2 01 O'LEARYS -2 01 HONG KONG HK W2X,O'LEARYS -2 01 O'LEARYS -2 01 HONG KONG HK Ref55427679W2X Crd7367 Dt11/11,,,O'LEARYS -2 01 O'LEARYS -2 01 HONG KONG HK 55427679W2X 7367 Dt11/11,"""O'LEARYS""",,0.0,O'LEARYS -2 01 ,0.64,,0.0,,0.0,extracted,O'LEARYS -2 01 ,0.64
OFFICEWORKS 0615 PERTH OFFICEWORKS 0615 PERTH AU Ref0528294A12J Crd3846 Dt11/17,OFFICEWORKS 0615 PERTH OFFICEWORKS 0615 PERTH0528294A12J 3846 Dt11/17,OFFICEWORKS 0615 PERTH OFFICEWORKS,OFFICEWORKS 0615 PERTH OFFICEWORKS 0615 PERTH AU A12J,OFFICEWORKS 0615 PERTH OFFICEWORKS 0615 PERTH AU Ref0528294A12J Crd3846 Dt11/17,,,OFFICEWORKS 0615 PERTH OFFICEWORKS 0615 PERTH0528294A12J 3846 Dt11/17,OfficeWorks,,0.0,OFFICEWORKS 0615 ,0.7857142857142857,,0.0,,0.0,extracted,OFFICEWORKS 0615 ,0.7857142857142857
OLDE NAWLINS COOKERY,,OLDE NAWLINS COOKERY,,OLDE NAWLINS COOKERY,,,OLDE NAWLINS COOKERY,OLDE NAWLINS COOKERY,,0.0,,0.0,OLDE NAWLINS COOKERY,1.0,,0.0,extracted,OLDE NAWLINS COOKERY,1.0
OLEMA PARTNERS 4156639000 OLEMA PARTNERS 4156639000 CA Ref55429509ZJH Crd0653 Dt11/14,OLEMA PARTNERS 4156639000 OLEMA PARTNERS 415663900055429509ZJH 0653 Dt11/14,OLEMA PARTNERS S,OLEMA PARTNERS 4156639000 OLEMA PARTNERS 4156639000 CA ZJH,OLEMA PARTNERS 4156639000 OLEMA PARTNERS 4156639000 CA Ref55429509ZJH Crd0653 Dt11/14,,,OLEMA PARTNERS 4156639000 OLEMA PARTNERS 415663900055429509ZJH 0653 Dt11/14,Olema Partners,,0.0,OLEMA PARTNERS ,0.9655172413793104,,0.0,,0.0,extracted,OLEMA PARTNERS ,0.9655172413793104
ONLINE DOMESTIC WIRE FEE,ONLINE DOMESTIC WIRE FEE,ONLINE DOMESTIC WIRE FEE,,ONLINE DOMESTIC WIRE FEE,,,ONLINE DOMESTIC WIRE FEE,Chase Bank Fees,,0.0,,0.0,,0.0,,0.0,extracted,ONLINE DOMESTIC WIRE FEE,0.3076923076923077
Online Transfer from CHK ...1692 transaction#: 6703330695,Online Transfer from CHK ...1692 transaction#: 6703330695,Online Transfer from CHK ...1692 trans,,,,Online Transfer from CHK ...1692 transaction#: 6703330695,Online Transfer from CHK ...1692 transaction#: 6703330695,Chase Bank transfer,,0.0,,0.0,,0.0,,0.0,,Online Transfer from CHK ...1692 transaction#: 6703330695,0.2631578947368421
Online Transfer from CHK ...5118 transaction#: 6640946573,Online Transfer from CHK ...5118 transaction#: 6640946573,Online Transfer from CHK ...5118 trans,,,,Online Transfer from CHK ...5118 transaction#: 6640946573,Online Transfer from CHK ...5118 transaction#: 6640946573,Chase Bank transfer,,0.0,,0.0,,0.0,,0.0,,Online Transfer from CHK ...5118 transaction#: 6640946573,0.2631578947368421
Online Transfer from CHK ...5118 transaction#: 6675953248,Online Transfer from CHK ...5118 transaction#: 6675953248,Online Transfer from CHK ...5118 trans,,,,Online Transfer from CHK ...5118 transaction#: 6675953248,Online Transfer from CHK ...5118 transaction#: 6675953248,Chase Bank transfer,,0.0,,0.0,,0.0,,0.0,,Online Transfer from CHK ...5118 transaction#: 6675953248,0.2631578947368421
Online Transfer to MMA ...9908 t ransaction#: 6640946573,Online Transfer to MMA ...9908 t ransaction#: 6640946573,Online Transfer to MMA ...9908 t rans,,,,Online Transfer to MMA ...9908 t ransaction#: 6640946573,Online Transfer to MMA ...9908 t ransaction#: 6640946573,Chase Bank transfer,,0.0,,0.0,,0.0,,0.0,,Online Transfer to MMA ...9908 t ransaction#: 6640946573,0.26666666666666666
Online Transfer to MMA ...9908 t ransaction#: 6675953248,Online Transfer to MMA ...9908 t ransaction#: 6675953248,Online Transfer to MMA ...9908 t rans,,,,Online Transfer to MMA ...9908 t ransaction#: 6675953248,Online Transfer to MMA ...9908 t ransaction#: 6675953248,Chase Bank transfer,,0.0,,0.0,,0.0,,0.0,,Online Transfer to MMA ...9908 t ransaction#: 6675953248,0.26666666666666666
"Optimizely, Inc Payment Optimizely, Inc Payment 121880","Optimizely, Inc Payment Optimizely, Inc Payment 121880",,,"Optimizely, Inc Payment Optimizely, Inc Payment 121880",,Optimizely Inc Payment Optimizely Inc Payment 121880,"Optimizely, Inc Payment Optimizely, Inc Payment 121880",Optimizely,,0.0,"Optimizely, Inc Payment ",0.5882352941176471,,0.0,"Optimizely,",0.9523809523809523,,"Optimizely,",0.9523809523809523
ORIGENE TECHNOLOGIESROCKVILLE MD 95090013 301-340-3188,ORIGENE TECHNOLOGIESROCKVILLE MD 95090013 301-340-3188,ORIGENE TECHNOLOGIES,,ORIGENE TECHNOLOGIESROCKVILLE MD 95090013 301-340-3188,,,ORIGENE TECHNOLOGIESROCKVILLE MD 95090013 301-340-3188,Origene Technologies Inc,,0.0,,0.0,,0.0,,0.0,extracted,ORIGENE TECHNOLOGIESROCKVILLE MD 95090013 301-340-3188,0.5384615384615384
OSAMIL NEW YORK OSAMIL NEW YORK NY Ref85179249HWG Crd3846 Dt10/31,OSAMILOSAMILNY 85179249HWG 3846 Dt10/31,OSAMIL NEW YORK OS,OSAMIL NEW YORK OSAMIL NEW YORK NY HWG,OSAMIL NEW YORK OSAMIL NEW YORK NY Ref85179249HWG Crd3846 Dt10/31,,,OSAMILOSAMILNY 85179249HWG 3846 Dt10/31,Osmail,,0.0,,0.0,,0.0,,0.0,,OSAMILOSAMILNY 85179249HWG 3846 Dt10/31,0.2222222222222222
OTTER INN 4 MONTEREY CA 00062323 831-375-2299,OTTER INN 4 MONTEREY00062323 831-375-2299,,,OTTER INN 4 MONTEREY CA 00062323 831-375-2299,,,OTTER INN 4 MONTEREY00062323 831-375-2299,Otter Inn Monterey,,0.0,,0.0,,0.0,,0.0,,OTTER INN 4 MONTEREY00062323 831-375-2299,0.6101694915254238
PALACE MARKET POINT PALACE MARKET POINT REYES S CA Ref25536069S30 Crd0653 Dt11/09,PALACE MARKET POINT PALACE MARKET POINT REYES S25536069S30 0653 Dt11/09,PALACE MARKET POINT PALACE MARKET POINT REYES S S30  09,PALACE MARKET POINT PALACE MARKET POINT REYES S CA S30,PALACE MARKET POINT PALACE MARKET POINT REYES S CA Ref25536069S30 Crd0653 Dt11/09,,,PALACE MARKET POINT PALACE MARKET POINT REYES S25536069S30 0653 Dt11/09,Palace Market Point Reyes,,0.0,PALACE MARKET POINT ,0.8888888888888888,,0.0,,0.0,,PALACE MARKET POINT ,0.8888888888888888
